Soil_Type,Crop,Amendment,N_initial,P_initial,K_initial,OM_initial,pH_initial,N_after,P_after,K_after,OM_after,pH_after,Yield
Loamy,Corn,Biochar,123.10274258777014,47.1718821706654,192.64869470513347,2.369548668914839,5.56207102715697,136.0093678842928,62.16541463904487,206.03733987979612,3.1756006386875617,6.428465374463123,7.111252917613112
Clay,Corn,None,239.7445033452949,49.09027049136384,231.81822440376126,3.8043339558193656,6.306329634487733,239.7445033452949,49.09027049136384,231.81822440376126,3.8043339558193656,6.306329634487733,4.448920508903041
Sandy,Corn,None,75.49485874885805,19.316219513140325,53.62875325468814,0.6839155984272866,6.136664507454588,75.49485874885805,19.316219513140325,53.62875325468814,0.6839155984272866,6.136664507454588,4.656582915440428
Clay,Rice,Biochar,238.04422622442377,57.02078876927713,201.951079172414,4.501408767069263,7.032438759698926,243.32557690452285,70.75464826195912,224.14110390567603,5.668842115652075,7.687351452962975,6.719035069456466
Loamy,Wheat,Green_Manure,179.67505109852576,37.83465815596914,228.51544382132457,2.3656026567486506,6.637531862954099,241.17026501059303,57.52940754199065,252.4044492606273,3.368920851749335,6.637531862954099,6.3954555806944775
Loamy,Wheat,Green_Manure,192.23225763533202,34.668671729058126,237.55154272892923,3.7617044292872377,6.72831728878479,246.44636844136494,45.60471754461458,270.4539681870376,4.508779981581064,6.72831728878479,5.593225735078618
Sandy,Rice,NPK_Fertilizer,66.45072721774963,11.899923695732035,121.14554929442288,0.9420166437956666,6.329622563599223,201.6442320416111,110.21986123456435,233.33399687140948,0.9420166437956666,6.095077377244029,4.075872704464872
Clay,Soybean,Biochar,238.57034234402818,69.23274739158191,245.7387762841972,4.988909112105,7.433591186828299,246.09838854035814,82.42096354020707,266.096255404327,5.619810216669819,8.343597763806779,4.044099772655994
Clay,Rice,Biochar,187.99765929378907,50.41856067006398,334.39376853094404,3.2066410189749437,7.9175346808782665,199.64963721538564,65.145439801774,351.37699995341364,3.7276287544961333,8.768177254373953,5.589638713860452
Loamy,Rice,Biochar,191.2500313725913,28.879047150811914,159.7323471008798,3.2197494776894535,5.890147308823636,198.4309688186498,35.33294140963527,171.39311450157456,5.019883220919606,6.721018622917233,6.307988840652312
Loamy,Corn,Manure,179.2810223164767,30.86169452413565,220.44131551927885,4.279870189165291,5.622348516251156,235.867214343552,64.5499364742195,271.50514145902696,6.0169738772946495,5.909023354252552,9.441659134230283
Loamy,Wheat,Green_Manure,199.08709002836886,23.757580004793613,155.94009820999767,2.956282746259097,6.309063851089151,273.22618650220846,33.88955044512622,186.68396077794614,4.060410349398767,6.309063851089151,6.520093285781209
Sandy,Corn,Biochar,93.05038917173607,18.147230411046174,122.83243284728496,1.849984331751589,5.536755727376791,103.1899255037172,27.268677961592168,133.4726382264822,3.0021316465609735,6.533265872879316,3.4373048284183385
Sandy,Wheat,None,89.48888870258698,26.04746290732496,117.76264981737506,0.5619359088453414,4.978456381895502,89.48888870258698,26.04746290732496,117.76264981737506,0.5619359088453414,4.978456381895502,3.9300238241405805
Sandy,Rice,Biochar,63.57303799933224,28.01446886665961,82.64725944664306,1.5113523037202647,5.714065695379364,78.01008022297447,39.909649459169245,100.31499123278311,2.79214405295105,6.258190154253518,3.7012930141380624
Clay,Rice,Green_Manure,215.87649725240635,33.66233523573677,311.053178471638,6.892746727704489,6.104125863430129,288.71947320680334,45.91025122313659,342.9704476100087,7.981706122818401,6.104125863430129,5.338660100035435
Clay,Wheat,Manure,188.01209433816956,45.08349501318061,307.9409033158385,6.886937538721011,7.0329181248360335,218.33922255728402,73.82862252178552,352.06306752455623,8.581647817166678,7.228701025042798,4.174991520703212
Sandy,Corn,Biochar,68.5427416002149,20.50059602648996,85.08919183035496,1.1093397744177143,6.117710812706409,81.74011845451197,32.92448300501953,99.96185907125928,2.572732338611111,6.775807485738038,4.2631201001890675
Sandy,Corn,Green_Manure,76.64662093161365,16.409699612122722,127.68219807252127,1.8486483291953493,4.838169362372047,137.35977404264995,27.55805578151999,167.60519682115728,2.356521295464804,4.838169362372047,6.139217688984871
Clay,Corn,Manure,211.37076677991496,45.801864681674076,247.41924450941576,3.013487173341847,7.012547004194777,273.57492328037006,84.59594451695436,309.22606681816114,4.191221661681443,7.231010029582141,7.459321478297771
Sandy,Corn,Biochar,81.25065943543055,12.23338875941472,135.54058743421945,0.9589737560945756,5.3461905251549595,95.44429005372348,17.591189013314597,153.99049766427595,2.130277844484305,6.198290176819526,3.4875986905287224
Sandy,Rice,Green_Manure,61.60825666186813,21.17884861211555,80.77642004374417,0.6119788600810293,5.759214571210866,106.10231605374375,34.73478179547044,113.58126413328972,1.2119120140557733,5.759214571210866,3.6473128545321343
Sandy,Corn,Biochar,96.38500620878744,25.689892869625712,133.22937443485358,1.2086681822866976,5.012712015679318,109.82212531955865,32.04785709988994,162.74809766298446,2.6523969281688404,5.904759183982464,3.4810729659045583
Loamy,Soybean,Green_Manure,139.73192097097356,40.253718849859986,207.86764579831544,3.2626716260285953,5.920338681138361,186.44984049298856,54.383521908000276,232.13189847347664,3.7638701190374704,5.920338681138361,3.8215488968469042
Sandy,Wheat,Green_Manure,71.3937726679988,19.322447735687405,67.52533091616694,0.6954494803414216,4.6525792550299645,149.99070271471106,29.666693742653056,100.84921302722324,1.9069050503360523,4.6525792550299645,3.5321161773941894
Clay,Soybean,NPK_Fertilizer,202.15640103585986,38.79902733389868,312.64992659121367,4.107564338446237,7.203058862143687,320.3463772056783,95.09521587972282,459.97791054843515,4.107564338446237,7.053811147880571,4.852294171158167
Loamy,Rice,None,154.8963862479098,34.710779242215644,188.19965585075045,4.491256565390847,6.462277729811001,154.8963862479098,34.710779242215644,188.19965585075045,4.491256565390847,6.462277729811001,3.5818452002687624
Loamy,Corn,Manure,140.150932074325,40.12355958960744,194.93506858799037,3.3687902478305913,5.784576966939319,174.422047408595,75.28462742855325,230.7332832332774,4.622937250840714,6.058471925087213,6.309666332051337
Loamy,Wheat,NPK_Fertilizer,192.57585075084552,41.49288915650829,161.64419837679046,3.4148679041012073,5.759677681682775,323.9826016075573,135.58951967571429,262.91097317034735,3.4148679041012073,5.491298322970509,8.849854551278177
Loamy,Rice,Compost,180.47003050537495,43.0177636813114,233.33361038573184,3.4670112040833283,6.81847341912475,220.30711204818942,63.7775619207861,260.7395938000754,5.797846343209209,6.990875857825312,5.607760409846699
Clay,Wheat,NPK_Fertilizer,210.0381562176837,46.94848860143942,219.44666332634608,6.35367376226861,7.306140198857429,393.7969515020151,136.0954256756341,390.5558536134555,6.35367376226861,7.062975553196363,4.7561362507428715
Loamy,Wheat,None,147.44105978214552,42.19327011737843,238.36462076194329,2.956379311458807,5.969801226096465,147.44105978214552,42.19327011737843,238.36462076194329,2.956379311458807,5.969801226096465,5.385694256922896
Clay,Wheat,None,218.8808572749566,36.98161003803286,276.69569414041274,3.224431313839676,7.980447235932546,218.8808572749566,36.98161003803286,276.69569414041274,3.224431313839676,7.980447235932546,3.8457452954514793
Sandy,Corn,Compost,58.349830928609485,10.908310667502484,105.56894829533599,1.0837863315467433,4.895863876459919,104.40802889365898,27.60377351813395,145.77400164527376,3.014143573293966,5.326376339350077,4.800910095602334
Clay,Corn,NPK_Fertilizer,225.747551078546,51.97305335995251,220.04170620462133,3.8787120465642166,6.849506532131546,361.6494105924878,104.63781650332893,352.7592059030686,3.8787120465642166,6.597183068696085,6.127974054709592
Loamy,Corn,Manure,190.21467842650384,35.469437486808715,199.32439822282316,4.5842368896021455,5.611686310553178,247.65663210426493,62.65018947073784,237.08228428924136,5.998689977854757,5.7391578288659355,9.730899074289901
Sandy,Corn,Green_Manure,93.72237099441655,18.241100813218317,87.30586510903896,1.619235248927998,5.978550458063907,155.79481978896362,34.96120852727539,120.68617317399281,2.1388541697759056,5.978550458063907,5.229324216260071
Clay,Wheat,Manure,151.25156981754944,68.60298746440465,304.10740575417327,4.713301199174118,7.37096870510986,198.60796400033502,108.54748964652984,340.1945309331977,6.09969760994625,7.608536494843429,5.94884375116855
Loamy,Soybean,Compost,120.91770539369196,48.813529112167544,219.09254507109637,3.754671370383037,6.222761626193375,161.28869551199114,65.41331517279424,239.6433831873156,5.968569255456243,6.602181152240433,4.396547595148229
Sandy,Wheat,Biochar,51.317291236213585,27.87110312456391,145.65993390401638,0.5031104187781669,6.196222769266376,61.60572895570822,33.08750022511262,173.2427292727396,1.7215442097457765,7.116167553254984,4.277454932712144
Clay,Corn,Green_Manure,226.83682037530428,58.907380296819106,309.78779299376174,5.138347766354156,6.714720157748789,298.0289188989725,69.65023125337359,331.88775308906696,6.366884106218063,6.714720157748789,6.0249781430782186
Sandy,Wheat,Biochar,58.07953934585994,22.446610106684183,96.75145258868596,0.5819359716962145,4.547997030667759,63.90009178165913,31.76491579709893,122.11025820265334,1.3807319856410765,5.25186657245222,3.1218430534793025
Loamy,Rice,Compost,190.04101793223663,40.83205205197477,180.61341667859148,3.175743512942926,6.110309396887167,211.0042610624756,66.43932124810163,212.69983584857505,4.59463051017567,6.502519660735125,6.98651533903605
Clay,Wheat,Manure,225.66705148575392,61.486442692318974,300.8109183073133,5.713917666233883,6.493034684011828,265.6330275486214,101.30811931613911,341.65261574621513,7.03019008442209,6.702223540138698,4.572965546789133
Clay,Wheat,NPK_Fertilizer,236.63862732971026,60.55231627839461,251.14891143149868,6.4047009284566165,7.057865401220291,423.4082340348026,154.70422921933206,442.7893390651318,6.4047009284566165,6.924858987000341,5.197915036260045
Sandy,Wheat,Green_Manure,96.83136226133135,18.09357462149166,54.072073198253705,0.8855822531348025,4.650881889120139,166.83585033952554,36.33351355365733,75.59072258801862,1.38777577498304,4.650881889120139,3.6213219513091506
Sandy,Corn,None,80.34078353534704,26.444438690943393,125.33855389392055,0.8210343387111751,5.364573752608106,80.34078353534704,26.444438690943393,125.33855389392055,0.8210343387111751,5.364573752608106,3.304877248408025
Sandy,Wheat,NPK_Fertilizer,76.2993654075222,17.00382056852812,81.48052297563598,1.399486905869835,4.680618413949098,190.209049900882,71.78604428740314,227.43419715405847,1.399486905869835,4.520304893734166,5.715544130603223
Clay,Soybean,Green_Manure,245.8240053745496,67.15669829443681,272.1327551597876,7.796966096888267,7.164093880319395,314.37324641609086,81.86726091798728,293.7047143071864,8.634849711288402,7.164093880319395,2.4262936149430194
Loamy,Soybean,Manure,136.22493287486648,25.212652038012713,187.1746302033275,2.6162307416994945,6.259750573633619,202.98536908565316,49.01765365357892,256.8754549536797,4.02610539726809,6.492366564354424,4.9034991138244015
Clay,Corn,Green_Manure,180.21397985533815,47.785813714853305,249.17130513635345,4.430947709321456,6.713221308047102,252.2823101338504,57.79254193808394,277.14634322897206,5.574473030353872,6.713221308047102,5.186686863599244
Loamy,Soybean,Biochar,138.9800663529649,30.856789949976456,222.9205980641664,4.68226745731089,6.387486479794006,149.51678367390178,36.97645152434633,240.09969089041746,6.5118095207191455,7.139747583339801,4.1475129948922165
Clay,Wheat,None,152.25524799906785,33.9385296660426,343.5328179688051,3.2664490288198644,6.664775232678009,152.25524799906785,33.9385296660426,343.5328179688051,3.2664490288198644,6.664775232678009,4.955829856118882
Sandy,Corn,None,86.05476257868695,14.418269573204071,139.38601316746878,1.8842344337388484,5.499880147480351,86.05476257868695,14.418269573204071,139.38601316746878,1.8842344337388484,5.499880147480351,3.4937680362089067
Loamy,Soybean,Manure,115.0184771731292,47.79572036632363,225.50967425933823,2.501888781433517,5.876245644440378,155.98176303472508,79.02420533992179,260.1706487799621,4.29181365595144,6.082909617203758,3.754059622552042
Loamy,Soybean,Biochar,107.4564313327616,40.43690327610568,187.80676414883897,2.4186898440776217,5.87336762375007,116.903336756882,53.489382569183725,202.28110238724045,3.9298201364613417,6.433288830105232,3.384097249811661
Loamy,Wheat,Biochar,114.44608125045306,42.680748101205054,176.73642442099583,3.256421280876073,6.8183830972047765,120.89590784819153,50.828619988796476,205.12116414441712,4.085534780811703,7.502237137012546,4.440222428724898
Sandy,Rice,None,72.2592061050368,28.442096161638485,138.38068626414872,1.1640343944711296,5.286744066729075,72.2592061050368,28.442096161638485,138.38068626414872,1.1640343944711296,5.286744066729075,3.2063036668240974
Loamy,Soybean,NPK_Fertilizer,113.32360741555497,42.417167818532235,232.69551693481867,4.982537605598127,6.649486231917398,278.88644437396215,112.34901812261184,349.72810198973957,4.982537605598127,6.449718737449315,4.779217025854114
Sandy,Soybean,None,68.46760438114481,27.43161635355327,138.8262161904723,1.2243808916639185,4.633699127682039,68.46760438114481,27.43161635355327,138.8262161904723,1.2243808916639185,4.633699127682039,2.984100828748385
Sandy,Wheat,None,72.24510770264789,21.94084125159854,84.02836310776496,0.9981092283774238,4.657143993069439,72.24510770264789,21.94084125159854,84.02836310776496,0.9981092283774238,4.657143993069439,3.8086123480566982
Loamy,Wheat,Green_Manure,177.5402752861047,32.787299525652784,179.56724105080596,2.657193195060054,6.318360047722228,249.30111306034755,45.51029265191989,213.46271452955722,3.257797741449696,6.318360047722228,5.277929291604534
Loamy,Corn,Green_Manure,111.21517934175766,46.74657304680545,208.9930881641281,4.056704388357513,5.781690537738954,186.99821586514201,65.32682250876532,235.19315678830918,5.22971300723807,5.781690537738954,8.19956249743414
Clay,Corn,NPK_Fertilizer,166.39283165310212,40.39115217924958,219.72859741934576,7.693835318213495,6.490164397319549,315.9244671494183,98.27971445776818,366.9450288069323,7.693835318213495,6.193977866280164,7.671306688757323
Clay,Soybean,None,196.4231767686885,69.73556749116162,213.51447261833206,6.518079746327581,6.722538429272255,196.4231767686885,69.73556749116162,213.51447261833206,6.518079746327581,6.722538429272255,2.004376399957805
Sandy,Corn,None,91.32277151703761,17.653787547967525,95.65902389449386,1.771567922302757,5.015101777147104,91.32277151703761,17.653787547967525,95.65902389449386,1.771567922302757,5.015101777147104,4.8599803167825915
Clay,Soybean,Green_Manure,246.43974238703464,52.355833840231575,313.81644834671005,6.281872176864448,7.0272839322276965,303.8272497698906,69.89495574615154,334.6757078391163,7.2269615841940045,7.0272839322276965,4.232229098790148
Sandy,Corn,Compost,88.4426656108652,20.24696707358288,80.3069308546143,0.7478095547435626,5.05951037420401,132.29050928688093,49.33737246007273,119.13173249518661,3.1906408057586937,5.459768987569536,4.071036183227909
Loamy,Rice,None,107.21149465699519,28.905666757629085,220.3086258456437,3.5978425284143443,5.8253900691379625,107.21149465699519,28.905666757629085,220.3086258456437,3.5978425284143443,5.8253900691379625,5.2776539082325495
Sandy,Wheat,Biochar,53.65019126889972,20.895757477097497,143.26641422967168,1.6169311404390774,6.289300810891792,64.20381776035909,26.416475484340612,156.36979023771795,2.271546777283797,6.865304677750538,3.406385826210058
Sandy,Soybean,None,66.76361082814923,10.496730306399318,78.25455996433455,1.3754640491791856,5.949076762789293,66.76361082814923,10.496730306399318,78.25455996433455,1.3754640491791856,5.949076762789293,2.252654350770161
Loamy,Wheat,Manure,199.6772192166525,20.04255837972228,188.8278201126661,3.4448888168221306,6.651902951107834,262.019056541635,47.64381066482021,248.1238742768611,4.815960771499285,6.9432246866210345,7.564726402898089
Clay,Wheat,Green_Manure,176.33852103078928,49.58538779013743,329.15702783226783,6.108067336279198,6.280566991596645,224.71469486577303,69.02967040931395,359.29640914060235,6.949340080762465,6.280566991596645,3.9322134426857325
Sandy,Corn,Manure,69.84157600625052,11.183184162567175,146.37918293072386,1.5563597322113871,4.62975425776377,126.89859136052613,33.27730873823397,192.64151237272029,3.1220471458622594,4.778848177025416,4.018196029824659
Sandy,Rice,NPK_Fertilizer,72.93227917842793,29.324936388667194,140.05642882127916,1.6883780150971104,4.863794295892485,258.3953986239135,110.60240951804057,244.52221387749938,1.6883780150971104,4.694880637708873,3.2126527636941304
Sandy,Wheat,Green_Manure,99.93967603586577,24.735391617673066,148.15142310498595,1.261421022958547,5.6228994563117745,157.86890877448968,35.982374012809274,180.36445906513154,1.8010617832314495,5.6228994563117745,3.2111474347797984
Clay,Wheat,Green_Manure,170.26563029366065,34.46648441208893,339.55735038022453,3.7371512918983054,7.246298667821758,218.82178533407327,45.53408701120547,377.29749601565294,4.735757152351537,7.246298667821758,4.744229183790646
Sandy,Corn,Manure,74.21184860015656,19.483819507894285,88.97089248116492,1.232824913873935,5.803313531261244,143.8641971809892,43.564256388560025,120.14192525205326,2.618661509872857,6.09117253086991,6.242405406061786
Clay,Wheat,Biochar,245.28039420258432,69.26356116114395,258.7523799847006,4.604534254716988,7.5415303476235085,258.0569426674951,75.09268436039584,286.70914874406014,6.482549131890453,8.415152082296796,4.140595927766803
Clay,Rice,Compost,165.10061623501207,69.83947547502812,212.36328388847014,6.288593505593781,7.190559830413618,199.92247895577339,85.77477756890912,259.30706934426183,7.669261369818328,7.400134733994168,5.722574655092271
Sandy,Soybean,Compost,62.45660605972566,22.49384290229995,125.7103228345767,1.1431271277386474,4.6887524830813865,93.64316748255861,37.8676627160965,162.38075564642998,3.834947695443909,4.81224636034656,1.942916971140052
Sandy,Rice,Compost,84.13662049229912,29.59146362890675,86.74831013439425,1.7683013791792417,5.358960890737786,121.70831493889088,55.720890722561215,127.47735181702369,3.1666322595791367,5.466608389422407,3.9629008189755064
Loamy,Corn,Green_Manure,193.534773349965,43.78462930264202,249.0662135492388,2.872781031071928,6.085135766767522,252.81070547790227,55.10829234459502,281.27182809284204,3.9965686709788026,6.085135766767522,8.575557647246782
