Plot,Nitrogens,Phosphorous,Calicium,Zinc,Magnesium,Sulphur
Plot 3,12.175422557959623,5.833845122862123,3.605165936777313,1.5104237677854797,-0.6155774633062538,-0.10632193024224446
Plot 2,20.02357052096028,6.665756572427177,6.802463376327532,13.362173602234408,-0.5308981691413228,9.191396748462854
Plot 2,5.740947804197752,7.5651599009765995,2.0437845693331314,6.44518561139946,11.958638390937853,-2.5168494414362055
Plot 3,21.28615545571292,6.502617747632906,3.9482192346266576,4.868722105022066,16.73442276632445,2.486629498323524
Plot 2,-8.801014582148914,10.214691152039986,11.60837737153205,-4.38152208269168,2.274552786381908,13.655886988772004
Plot 3,-12.033824393551548,7.981949903276503,1.5058861020942604,-4.441538087317689,1.594012930901385,6.076426925594699
Plot 4,4.444523011033812,8.469755572099634,-7.852616805909435,3.463577410709267,10.001430331138838,2.4596621248029193
Plot 3,8.840654489393073,8.325762537334825,18.996671233643365,2.727605988841204,-8.569355696995753,-2.4174999774165933
Plot 4,4.673052519059069,9.34694771497065,16.051632629523894,-1.070612825041581,7.23153054747697,-2.6990825704347934
Plot 4,-15.674421000398766,7.3620431174074135,-5.338101560844949,2.7049134980603,10.51885971822154,-4.65551927656753
Plot 1,4.108799604872116,4.406336104088307,10.517662441961555,9.943134640217979,11.802302084176292,-1.869061792046094
Plot 3,-8.044695005048531,7.799375903505283,0.9762018355892552,5.477012372751494,-14.36752702502465,9.800992548698831
Plot 1,11.696725488300384,5.697286212416342,7.1078977226484765,-3.705042548763691,-2.613552698089406,1.0030055583695816
Plot 3,8.665982460968483,5.942766636500487,7.35379303210795,1.4424558642852814,-3.7826325282346662,-9.14795762443108
Plot 3,-4.398797863273552,8.172728037510186,3.124737597469424,-2.0248324042628045,5.99886954409213,18.91352363753805
Plot 1,-0.13866917336693518,9.476566142867272,-1.270125324691172,0.0615004179571943,9.80744579767984,5.879686720306467
Plot 1,-5.592135218889515,7.042543153472123,-0.5243284185300752,-0.0680783281482138,19.96710407445981,-9.662490604618524
Plot 3,4.373209027268281,7.617666025197927,-2.3295353238499397,-0.3882279130200259,0.05034519631926937,-0.9766403451674148
Plot 2,14.551423205012382,10.404429889270476,-1.6545776658435578,-4.275676859866975,0.024275016907861158,3.997977445455761
Plot 4,-4.857260463355438,7.4815063589771365,4.462573679605158,1.3617265924090494,16.49672018878747,18.341328839676393
Plot 1,10.040465155178444,12.203366228360789,-0.7260799128860143,-0.8030381842365499,7.965769385303051,-6.9730121243298235
Plot 4,-0.3025761837244083,8.131019291263089,10.45641652570096,-12.64724345001134,17.676515111879738,11.78436647420352
Plot 2,-2.928728322623442,3.4784744816883646,16.897969242687417,12.264860122508315,7.887280030098363,15.595377842751088
Plot 2,3.9296964004544215,8.506683242209064,0.35957406903965605,7.44384827108336,-6.571166187132709,-2.6578887456711318
Plot 2,-5.352423224193741,7.7623167697655555,6.915236004283017,0.11849637537501967,-8.331283547778066,0.5023774302578987
Plot 1,-0.5364930534718209,9.579505508165491,8.99748088242347,2.0940952487029922,-10.51512249058929,-6.326783226363933
Plot 2,-6.978778925888484,8.346362702539917,8.776018167354195,-3.8582717365878088,11.620518347584731,1.168849730277256
Plot 1,24.647251329163893,6.723088032032452,5.607642143328699,10.478614389054327,16.88596823087008,2.6706902309136193
Plot 2,5.352635519717286,4.551403527421268,10.941459346877778,11.486443473865558,23.49362141386381,8.936849982741334
Plot 4,-1.9972550799258562,6.58195348542795,8.857991621445258,2.783468641232623,13.431053323232401,12.811651239184021
Plot 4,7.1397991073422205,5.2989590915814,-4.901299378618383,7.117653220926723,16.62838577534986,-3.732864581594824
Plot 3,3.8767195030917017,5.838953100390555,11.953248515114186,2.8764338946696193,-0.8001633265368469,-14.705925578033952
Plot 4,2.79030400466777,8.17715680884122,12.098326698133937,-4.683627194379653,-6.564158167438567,2.808796986513821
Plot 3,11.141667000434252,10.339809008702812,-1.1062888334286525,-0.059116844818286385,13.500793324175532,5.641837769717765
Plot 4,12.57507710047305,7.7893430596459625,5.303502683580816,2.659639833859785,9.176807522394007,5.244759189165375
Plot 1,-0.3050114761052747,4.608233875929631,10.466631942488554,-0.2727385937172211,6.074443743408926,0.05994077241860429
Plot 4,-0.7581824064468003,7.889205336440281,3.3254894433651074,0.90673361282482,8.873714806329899,4.12276889697541
Plot 3,2.24948302848356,9.393262973291302,13.583824382128094,1.5430022124544278,8.231854824582058,16.63900327517023
Plot 3,-18.01921164735585,5.780434191361236,23.910979956954886,1.5956075106726935,17.838168598535614,6.435607520662583
Plot 2,-10.151910621985522,6.7319656666541645,-1.2878882610798588,2.261292452487416,17.94985584816956,-0.36031582502775983
Plot 1,18.668742674445248,7.0293763894583945,-6.048356825230199,-3.3030253319830045,10.442203523403471,-1.5017803538639622
Plot 4,21.449677135012838,5.4302033738355195,7.430548764839006,-1.5850807456396812,13.458028725629282,1.471328780900424
Plot 2,2.5096396044362166,8.296560867687718,10.772500041009149,-4.4229213284998465,10.140625524247758,17.73065965647576
Plot 4,10.765569630557664,6.758103702784437,3.1530690092418485,6.889077748431002,0.38830267965381093,1.3502936142642243
Plot 4,8.11250154543536,7.839064887814056,16.626085306568275,-8.528234709201623,12.5656467491314,2.8218508993136284
Plot 2,35.78880808455238,5.2250156443958,-5.70884639778599,7.767951716584627,-8.944950688592616,-1.3408221384267263
Plot 2,16.195749114345766,6.125083399353179,10.543348984252889,8.931746986314216,15.538915522958831,12.890850216977682
Plot 2,3.7208240851923344,8.444762715655543,0.15311343392885313,0.4890970650868929,-6.94522939766035,20.638535292702073
Plot 2,-4.555404406004257,6.254333695816466,18.75502324965837,-11.015685439136494,7.85803286794733,7.055517444882494
Plot 2,-11.064463202575723,10.45392770246681,20.940122825344947,0.1934471901635475,-3.451539584261589,3.7449561340688318
Plot 4,7.0346363586722305,6.200727628770795,-1.133252702266783,1.6790791935559035,10.533889830744268,3.331045498568113
Plot 2,-2.5635074528430337,7.449369451503772,0.603542912731359,-3.052991099644567,4.660747740720911,-18.45876109907171
Plot 1,-9.222537095976742,8.86518166374618,11.876703095838415,-0.5760919690412138,-10.947559581633325,9.706357778563357
Plot 3,-1.465728842425266,4.163268534133937,1.902954801683883,9.650975994316756,9.206996310184788,4.207497743962592
Plot 2,-5.815480036143949,3.4783823760384482,4.636710256542094,5.3246358115087045,-0.7792077683271064,6.855078455946525
Plot 2,21.871416350725646,3.9486873708598105,5.203107364339282,-2.6228205718904993,13.81146720813369,-3.403159746753343
Plot 4,13.816397569494505,9.525168206854364,-10.35738524958125,-5.98799584797716,5.013256887344072,-0.46011191079382474
Plot 2,4.920273586833826,5.8962837082151065,4.889298031246102,0.3649134119511446,8.954209853880382,-0.6992244285285572
Plot 2,19.79944138890026,12.116398571336504,-0.5178221925133908,0.9327161032478088,-4.575689550152118,12.19460685665735
Plot 2,5.773683076476183,5.871504802685223,1.055017420801824,4.480995936816582,-0.8933223142736191,-0.4088385294278396
Plot 4,-3.612842013282636,7.369102606394074,16.549056027750513,-0.676583562838295,0.4136136389891547,21.74394289898818
Plot 2,20.231240772696573,10.08421990513575,-5.052055154234051,4.5574978768093075,13.567024802425557,6.8777617711353365
Plot 3,10.389100436846586,11.012185776318246,11.505641493983818,11.675770200301146,21.773770878054894,-8.481143939961584
Plot 4,-5.3724615432645635,11.123007153272795,2.768296557345532,6.077505112221313,-3.051717517428763,1.8430833607323884
Plot 3,3.096613219163918,9.416732461186285,2.7619186520333248,1.759557463346137,15.768481446576804,-2.865076099407741
Plot 4,-3.7561825338475714,9.048125051622925,11.322975168413691,1.0842476447335265,-16.69677417725702,-16.749442228380218
Plot 2,-8.827997309643361,8.185053898402366,7.720410356551124,0.21663432910064384,-6.941894010922894,17.395238461024107
Plot 3,14.261775475316414,8.556722152333275,9.564903977756249,7.903204562260723,-4.587784561867748,9.328282879980035
Plot 4,24.094166404701305,5.897628567342933,12.74547728426289,-1.1365672297565146,-8.525086894407224,7.798865861093812
Plot 1,-8.985675738191413,5.363602233155386,2.349532934533418,2.226113544999913,-10.8358838978758,4.488632942697338
Plot 2,10.629692366905708,6.993251085178096,0.10210612393799767,2.2559895094054268,9.129989121377974,-9.43815811823194
Plot 4,-1.5064256912182694,6.659630754950143,-3.6812042124623847,-0.5089209640576597,2.8593230227213864,-1.35255425599893
Plot 1,0.12874616235303904,6.093543901345449,-1.6032842398316411,-4.862327739420504,8.794053976051098,10.576026973056114
Plot 4,-0.9239392423886912,8.39277489491343,28.592755402469802,3.6148725180883408,11.904726861215131,-6.460980268042524
Plot 1,-3.6399076967981596,8.910610417141022,14.957436645894294,1.6949801407230822,7.656169931725334,-19.785923846257322
Plot 2,5.48521627944827,7.176813772583695,-5.808594929664171,4.501202347182849,11.577631761503737,0.9560459299716659
Plot 3,-3.3095011641103778,9.955060162110524,-5.579663653948561,-0.6680015321958344,4.304677137577306,1.7241820137521526
Plot 1,7.704568257798388,4.71662177173299,8.854928493747932,8.104106494065238,-6.8699338830574455,4.220070747732382
Plot 4,4.497618905508631,6.612681081440564,9.378118379023736,-2.3838689060592237,15.578141808207961,9.556667791630826
Plot 2,2.6105195313359024,5.56635535879439,9.391070682538915,10.560201420089463,-0.8911213278112697,8.738452310080877
Plot 1,-4.075636620415979,3.26692676585388,2.960353651570417,-6.7381825491413085,-4.35596298762426,5.328928247195295
Plot 4,-0.7677133056833272,6.834638628314601,3.9963659199767982,4.173850322784456,3.2208212419560183,13.759782492780385
Plot 4,12.55391225825756,6.756504983233433,7.623036193274859,4.377153412633117,-4.12810919296513,-10.670728027319832
Plot 4,10.009171876243808,10.026899486484261,5.687144050346643,-1.9777853397044116,0.8256961801056777,7.541236330296512
Plot 1,-4.775552447985511,8.261623369109556,-12.75440298198028,4.121969689305063,8.440539215634665,8.638845270032483
Plot 1,5.993323054292259,4.95162635134159,3.1616029553984495,8.397593348800793,8.48341739246127,-8.156060574722156
Plot 1,12.51387123371789,10.708185132668376,-1.8112514740825088,-9.084094196770323,-3.9783006642562935,-10.525835478141504
Plot 3,-11.694052811213716,9.442067391050706,6.401691351268097,4.5137240374540735,0.12294627051255347,-3.7134791382804115
Plot 1,10.433601923799351,8.164195406937232,28.88207202082728,-10.466354101650388,15.743330047702438,-2.953872982637627
Plot 1,-1.6262375894584666,6.547031802300336,7.939853323794435,-2.8283240176160405,9.964001177339412,9.780775171521876
Plot 1,10.705986685931594,5.081121526553041,2.4917625106208168,10.145831824504725,25.750650393485415,-2.530849053219854
Plot 3,-2.6325915654251686,6.255586447857894,12.374412015818017,-0.9089101669602702,16.801281737415277,-4.707136664530836
Plot 1,-13.048821006645191,9.177497239408371,8.861503097673701,-3.869399822044863,16.442930685599393,-2.504703630251032
Plot 4,-11.275424378831627,10.769172611869218,8.36075592361473,1.0103113550765905,-8.87868550455802,13.067691007387905
Plot 1,5.48084946661382,10.086487056544378,9.854804745725367,12.339531690817761,12.638603516334225,3.1173903693925693
Plot 4,7.597225017214819,6.022301156427452,21.45234851863633,-7.15841123603013,4.468931983030894,1.386740771787794
Plot 4,-4.043166251044086,4.760765133421978,-4.047107482607325,-3.2565495581967223,-0.5098180353824953,2.009950511690537
Plot 4,11.38592458777374,7.281772493822408,8.789056614491635,9.487158415898133,6.680153405325285,14.628543008938705
Plot 3,-11.6152006226896,3.4631212688742967,-2.4110490398523075,11.288511717688662,14.452115346114836,-3.7425455394291767
Plot 3,4.339202013526834,7.646335428369563,9.444101170737987,1.4828438785485805,10.008315910042116,14.839574618460935
Plot 3,-7.110161997624566,6.7047948274026625,-2.349492091888755,-4.195263512633212,-3.7847380134206006,4.894466690293532
Plot 1,-1.5183610780215915,6.067926996263515,1.661065491159325,12.479217509045796,12.424589135926203,1.5562255622218706
Plot 4,5.47398671316414,3.810593865466409,2.6392806860967495,9.972211958745984,-1.3758754207596393,25.508104481408534
Plot 3,-3.604133652839524,8.027200213139434,12.806533754757673,5.3947349388111645,7.166831189642862,-6.500755408187366
Plot 3,1.1544445577017464,5.934598320676177,12.34763555153931,-2.0620117446871005,1.966499325228658,-0.18317183610305454
Plot 1,15.062928092144405,4.6601663285794235,-4.965739011571076,1.7548532958098164,2.8113374826437427,-8.091881152476002
Plot 3,-0.7689186952314877,1.2554755734367014,5.4394728879987895,1.1981995947758461,12.662429750405096,11.572157734825526
Plot 1,13.356921120651418,6.9449701898987275,-0.676638837993381,3.6542565230778887,-5.401937198158979,18.202700402865112
Plot 2,-6.297068546576181,10.544503193339487,-5.068039285402676,9.25500719065668,24.45195074276933,18.02930503264175
Plot 3,10.298041779152829,10.32251842909574,3.2638635966050367,6.3970852056870156,-13.210860692944962,14.015538778314042
Plot 2,19.415686206579004,6.0858074868274565,2.532137692353442,-3.386880384923791,-0.9766768325485709,1.2214157898363094
Plot 1,-19.716445001272895,5.795575879276439,24.41373189076418,8.882482250097688,8.70211889941741,-0.28716879740861856
Plot 4,-2.968952554704768,7.937548512150047,8.463678602885569,3.5656607000657763,10.843141664353098,-12.040527952446585
Plot 3,10.7707212718054,5.003229121623417,-6.020940006033898,5.435328979294582,3.9952427942829485,21.322861816636134
Plot 1,2.969546139570073,7.6035837996389315,0.48180796663246195,9.332704296393015,4.426092969984576,7.22080270333621
Plot 4,8.711458733713089,8.53216055676938,13.171066363435187,-3.557901247567756,9.105500853276165,-1.427612143825348
Plot 4,-1.0398518671582053,9.453866447768615,21.7075421829594,1.8208721064676854,2.689305225423197,14.952512000882708
Plot 2,5.865897874728999,6.799691847040094,-7.687866497903666,-0.6572727567960754,18.931812579349057,-5.754880650840008
Plot 1,3.4432276460792055,6.592652499646068,-10.03939508111236,-5.8392971268272795,13.393491142316021,6.659598308004067
Plot 4,16.677820616598073,5.244034826486878,19.967721402974256,3.7335498880245996,13.728243510056346,1.446337791382488
Plot 3,7.544208433012131,5.34623929192028,8.116913418967231,14.557782757922118,-4.6615672337041705,8.748094258922709
Plot 3,8.376026620752022,6.547042216196947,-1.9463418550109317,-7.200388722528764,4.206115755942971,2.427838147324907
Plot 2,0.8812303387753264,7.734731013632356,9.277032688979482,1.8385969447526485,1.9953405127929629,-10.058351020001018
Plot 4,0.12393775927506478,8.827169252466499,-16.085981912135022,5.202714675373867,-5.056013756894657,3.6801873540303403
Plot 1,0.6744181218037912,5.39364209863931,5.027004052777288,2.6153910082809055,8.60164183945767,12.43977727687826
Plot 3,8.94452142378297,9.985377137919043,7.6225693827446825,1.434359737421298,-0.37645757779816513,2.737052347314133
Plot 4,0.7901551917973704,6.457752797914862,12.394161116302637,-4.496081817229121,11.55403829850237,9.976036094301774
Plot 4,7.897748568964129,6.957265411303128,-3.1111676183403016,3.163933714700818,-5.701915628943317,-6.409765371066477
Plot 2,25.75400798645439,5.505576641704353,5.685497291226873,-1.7838198850796316,22.19040612841821,2.7636528605713306
Plot 3,13.711247034316923,2.151519479454117,-2.4033970084766985,-8.949608524892767,-3.9633265859206173,-2.6205940957971965
Plot 3,1.7397646783215888,8.768090792722099,7.043070045394536,7.972961102568654,7.193023372004361,9.722827560942388
Plot 1,17.012139221639448,8.473687794184867,-2.162770578904193,6.791929099210212,12.918593103880676,3.283424060357962
Plot 3,0.9192462697844856,6.437344885763573,1.7351932867182351,2.258304884255399,-0.7064043020011281,9.210663087029513
Plot 1,-15.381245351778539,7.133981434449744,-2.9665231583218326,3.1453734410285126,13.524686434329507,12.789393835420794
Plot 3,-5.080863109174041,8.0318784354082,10.209089934589256,7.371590063577807,-7.291835978004162,9.224567176092496
Plot 2,-13.707919210258556,3.8749082862269146,11.867608933253322,3.121698283890413,19.521176991825605,5.458065908642798
Plot 3,1.4848651595869136,5.941894645307411,3.12303544034069,6.520087773806572,5.141492649657583,-5.983910326602647
Plot 1,5.184183791895517,8.588529359243655,5.305903959680227,0.5125889956307494,-0.9641140796887964,2.974925003997889
Plot 1,21.764373122752826,4.491421153661501,-6.588731317068353,8.559918692869733,2.0081822757256553,-1.7978136181424986
Plot 2,8.269273737641626,7.587115864333258,2.6025868159457035,3.6039286296634194,13.089192693927194,-0.0965756103380393
Plot 3,2.8089947119113576,4.28683639075319,4.598363063666042,2.97025971802937,-0.8445529185043821,-0.37080735675225807
Plot 3,13.294055811834891,7.932859964867053,25.9663447282398,-4.35030544356016,-2.4935768942277754,-5.8193301730402
Plot 2,-17.11135309007885,6.9287170354050325,-3.895736206193309,3.4347792715085435,2.784634024162618,-14.61604730220591
Plot 3,7.356145581085659,3.769736368188981,16.7134179100195,-2.1597745874722563,-6.769621127699681,-3.013287434949902
Plot 3,12.708651938869668,9.329478708914342,12.974870187726463,-1.1914136326424707,23.205439079418156,4.740415067317432
Plot 1,-9.785862457798416,5.530816846403901,7.245091235921091,-2.0768781415806057,-0.6639459121472324,-9.133593408847412
Plot 3,16.43754043206929,5.379495125971238,19.068963873561067,-3.331174659496125,13.316167861804036,3.141140128244619
Plot 3,8.384964074944142,7.401138394461886,7.976843780854903,12.623857015084807,7.094700836477726,20.102415818798683
Plot 2,0.8471208609919874,9.29727469885743,8.11327356534343,8.656695309942016,-4.845340504819681,12.207508997270153
Plot 2,11.32781866106285,4.968356362043206,4.5750347758596375,11.601837510721307,4.940452907872706,17.79187358208476
Plot 4,27.706928578043957,7.123359699695944,14.78855105934902,-4.114475097777819,12.840027793107481,6.520150892394536
Plot 1,6.818662550584952,7.857633000661146,13.77175387048707,2.3562687495544625,3.1173866491369346,13.507588406878014
Plot 3,7.482205863003361,8.386211214526288,-0.005418299969699447,-4.467538126020479,16.931129458510277,-3.5156825742100866
Plot 3,0.40639100459755895,7.35288311055445,-5.553977556790139,-1.47847438598532,15.215153927818639,-2.7990624031978584
Plot 4,-3.498443694647918,6.265944321833356,3.3761549008347433,-2.590634917082874,14.189148546583294,-21.652261855237256
Plot 3,13.303358165442456,5.344819558702561,-1.4003085151811714,8.197920032207808,0.4034322772700305,13.67530926638069
Plot 1,-3.5608382590886727,7.172287766092749,4.491803403077159,0.018851609491200794,-5.798424477814869,16.862915818378973
Plot 4,5.715662372193925,4.855721976028786,14.899505077473114,7.341896668470082,-1.1358760536279444,-1.97859520812543
Plot 1,0.22342553234883322,1.1572990330107853,1.34158675930568,5.02060444794259,6.962409406667205,0.7144346424248842
Plot 4,9.789798257463918,7.873119608315336,4.657412949507401,13.518193760523944,10.457867135323555,-3.784759023218653
Plot 4,8.336621052869482,8.80786968217239,5.464181878467162,-5.3972211156986205,-16.715714047604475,6.443881963297424
Plot 2,15.375399442578992,2.274135128916323,11.787447057642277,8.296166198933994,4.918867983882497,13.124392907729167
Plot 1,-0.10016398854746988,4.9805385905801245,-12.975114671876842,7.732204352003638,6.580892253231845,-12.684947764929369
Plot 3,2.3012506470662872,8.238308522010396,0.14639764187762605,-2.8668941901351728,2.224557436844484,6.68494677578027
Plot 3,-4.787637157823074,11.114990939423397,6.690269538235782,7.0356666823657985,17.91273839015879,0.5099540545276913
Plot 1,0.5570673992388837,7.041587415350816,14.60063165141489,3.680724815131144,9.21780074250871,4.020549527700204
Plot 3,8.773004930448522,5.543994117541731,1.0647804199503588,0.862618700232961,18.10191908080897,7.130946015068618
Plot 3,12.569886166453518,6.63420711779032,-10.012421648334993,-2.119677434859998,2.840394796497678,1.3061780510446097
Plot 1,-4.221653241776254,9.74975283829637,9.95769156772909,-1.5955472572459297,14.37477492506925,2.0677183193479745
Plot 4,13.696059201056602,5.708071641750929,-0.08289911060503474,12.24906047892963,21.350663945275194,1.07512349200825
Plot 1,18.55637858804951,5.401615986699493,-4.51733327272289,2.0034140947874133,18.11693449272661,11.732845816094532
Plot 4,9.134349032237008,6.034512955635935,0.00523688229420749,5.910650007657296,-5.921415934287332,6.768839641147469
Plot 3,23.76795812558066,5.0933427834825755,3.5237971387532037,-1.9544969083377657,2.4632392245761903,4.985251839636247
Plot 3,-2.73789199103573,7.245340631989591,0.16204268369429808,-1.899264731108194,1.5483529455020357,-8.438565489830545
Plot 3,-7.44654703311417,10.24935691693912,-12.644528456792553,7.409924046249711,9.892545350763276,-0.40721768891838783
Plot 2,-12.787202489042787,7.6461585462320585,12.176529575097057,-4.747881057757661,11.86353555014533,11.088022443052568
Plot 4,19.96044311489183,6.495292995747425,15.199000330229778,-0.07606883952635757,-3.3889267402573626,3.339269158115306
Plot 2,11.543656563540576,6.416377462168912,10.212175930716047,2.17013705536116,5.678385139169377,8.935783226302245
Plot 2,4.444153290895449,3.873618382606686,-4.101485363398533,2.556863009200262,-15.199273321561364,18.898606202948702
Plot 1,7.799686263198202,8.766219554294318,3.3880677284198564,1.1045335749192187,19.4194500580189,12.347454622879349
Plot 2,-6.2548904729837655,6.8443256059743955,4.947829478164335,3.9790989054796153,-0.12374240676693571,3.838425039297681
Plot 1,29.457519796168263,6.639040172818749,9.790355116495281,5.464278779089058,5.55863939844497,-1.598902531761544
Plot 1,6.292211819752275,13.38621513568972,10.346723909744647,5.67318772729665,1.9035028601193877,-19.981946364503084
Plot 2,6.093947946048929,7.597505816731372,-0.873390390227966,-2.9290190433391334,16.46027575013415,1.4845356977443274
Plot 4,12.25766623898692,5.496417899809631,5.655964451308483,0.5792245103560141,-23.37506441397379,0.06588753764835742
Plot 4,9.810092317367133,6.147284807588913,8.65824323692193,7.9738143093846885,4.83389657674091,6.513295749558381
Plot 4,7.238840242791314,9.29689141839351,16.646578577174132,6.473235937869362,3.941812425023021,1.6148529572278116
Plot 4,-2.904744554453119,7.226540821075529,10.636052318597784,-4.86429725740532,0.46363612408317234,0.11653446506885068
Plot 4,9.714683571359958,4.123444043365266,11.312453499004151,3.7573995017610082,22.262265456356324,-13.014590374564985
Plot 2,23.820244964750337,8.838457869150407,5.670613023434887,-7.891126246874052,-3.8732945885577124,-5.459710462350598
Plot 2,18.454200461549775,5.663711828922012,16.28367316162803,2.234674510301848,12.717961772356611,7.289859367205017
Plot 3,20.93186626639397,10.74659555243509,8.278102367675979,11.488835083729885,8.562527887060835,18.443168680194248
Plot 4,-0.11215676431185173,9.160096131429297,-1.8887032813885636,-2.7394635863449315,17.61519252535516,2.1222715462893893
Plot 2,-4.896048202585808,6.1053562086824975,16.226959761001524,-2.1716152274579104,-1.671890847775054,5.95029966216711
Plot 3,3.7421307990035184,9.562032723470226,10.58322618031222,5.820148907864297,-2.3296889912375898,11.572303412575248
Plot 4,5.557249122886946,7.1357110210548065,1.4556478309721417,-5.71400757604823,15.960699074773984,-4.298045425802248
